100000
1;604
1;1484
1;1755
1;3643
1;3949
1;4702
1;7142
1;7845
1;9634
2;1309
2;1477
2;2646
2;3115
2;3673
2;6970
2;7268
2;8740
2;9148
2;9507
2;9690
3;178
3;864
3;1514
3;2423
3;2610
3;2867
3;6081
3;8054
3;8301
3;9719
4;428
4;882
4;2247
4;2950
4;4016
4;4177
4;4204
4;4512
4;8613
4;9209
5;368
5;685
5;926
5;1562
5;2091
5;3458
5;5847
5;6372
5;6900
5;8642
5;9381
6;900
6;2321
6;2352
6;2424
6;2660
6;5066
6;5676
6;5797
6;6551
6;8217
6;9339
7;2315
7;4476
7;4656
7;6567
7;8292
7;8335
7;9668
8;600
8;2130
8;3480
8;3932
8;5038
8;5551
8;6105
8;6507
8;9055
8;9296
9;83
9;153
9;1324
9;2606
9;2620
9;5157
9;7522
9;7863
9;7972
10;592
10;1462
10;2307
10;2851
10;3225
10;3549
10;7819
10;8068
10;9184
10;9900
11;233
11;2238
11;2618
11;3595
11;4497
11;4927
11;6424
11;8456
11;9137
12;163
12;433
12;661
12;744
12;994
12;1982
12;2043
12;3424
12;8163
12;8796
12;9015
12;9247
12;9480
12;9497
12;9938
13;2215
13;2462
13;2572
13;3118
13;4019
13;4211
13;4704
13;4736
13;5550
13;6310
13;7165
13;7848
13;9201
13;9954
14;5988
14;7578
14;7621
14;8425
14;9504
14;9524
15;59
15;510
15;1291
15;1380
15;1881
15;1934
15;3415
15;5099
15;6145
15;6829
15;7151
16;827
16;1110
16;2427
16;2857
16;3102
16;6748
16;7314
16;7719
16;8746
16;9038
16;9741
17;333
17;1488
17;2535
17;3030
17;3396
17;3562
17;3807
17;4201
17;4266
17;4812
17;6970
17;8025
17;8729
18;671
18;817
18;2149
18;2502
18;3994
18;6407
18;6435
18;7853
18;8243
18;8584
18;8625
18;9099
18;9222
19;721
19;1363
19;2286
19;3288
19;4514
19;6456
19;8246
19;8590
19;9080
19;9881
20;1217
20;1467
20;1943
20;5413
20;7491
20;8458
20;8519
21;94
21;343
21;1008
21;1095
21;1278
21;2065
21;2174
21;4043
21;4812
21;5581
21;7534
21;8399
22;380
22;1073
22;1866
22;2736
22;4072
22;4141
22;4142
22;4894
22;5928
22;8211
22;8228
22;8951
22;9246
22;9293
23;238
23;801
23;1197
23;1623
23;1864
23;2270
23;2563
23;2837
23;3744
23;3762
23;5998
23;6050
23;6551
23;8594
23;9263
23;9989
24;915
24;1637
24;2510
24;3504
24;3779
24;4123
25;1226
25;1433
25;1834
25;2371
25;2403
25;2679
25;5010
25;5701
25;5817
25;6543
25;8968
25;9633
25;9882
26;58
26;566
26;2019
26;2124
26;2173
26;2872
26;3071
26;3321
26;3595
26;3874
26;5633
26;7957
27;722
27;1329
27;2496
27;3336
27;3929
27;4018
27;5626
27;6144
27;8294
27;8515
27;8767
27;9071
28;1852
28;2225
28;2330
28;3084
28;3794
28;3839
28;3886
28;4274
28;4901
28;5280
28;6019
29;235
29;687
29;1015
29;1393
29;1528
29;3348
29;3816
29;4948
29;5237
29;7536
29;9224
30;1849
30;2608
30;2975
30;4336
30;8105
30;8228
30;8377
30;8960
30;8973
30;9576
31;149
31;2927
31;5034
31;5174
32;109
32;725
32;1682
32;2439
32;3048
32;4320
32;4359
32;5455
32;5675
32;6608
32;7940
32;7986
32;9865
33;1656
33;1922
33;2096
33;3401
33;3609
33;5744
33;6840
33;7100
33;8141
33;8272
33;9632
34;490
34;1295
34;1585
34;2530
34;2860
34;3158
34;4608
34;5470
34;8142
34;8207
34;8423
34;8849
34;9072
35;330
35;929
35;1039
35;1579
35;5398
35;6515
35;9144
35;9860
36;745
36;2202
36;2964
36;4447
36;4576
36;6529
37;1006
37;1104
37;1273
37;1783
37;2989
37;3082
37;5036
37;6688
37;8212
37;8385
37;9135
37;9312
37;9596
37;9845
38;2431
38;3092
38;3786
38;5045
38;6919
38;8068
39;100
39;1777
39;1863
39;2142
39;3927
39;4986
39;7158
39;7678
40;1438
40;1685
40;2020
40;3932
40;5471
40;8933
41;939
41;2978
41;4324
41;6723
42;897
42;5380
42;6551
42;9736
42;9753
43;1838
43;1979
43;2478
43;2648
43;4317
43;6091
43;6480
43;6512
43;8264
43;8503
44;293
44;442
44;1320
44;1871
44;2416
44;4512
44;5080
44;5917
44;9320
44;9360
44;9486
44;9573
44;9874
45;1286
45;2218
45;3273
45;7378
45;8904
45;9527
46;1027
46;1854
46;5414
46;6324
46;7904
46;9836
47;433
47;647
47;2775
47;3100
47;3484
47;3701
47;3853
47;5501
47;5950
47;6543
47;8615
47;9015
48;774
48;1123
48;1917
48;1986
48;4904
48;5203
48;5348
48;6240
48;6325
48;6828
48;7740
48;8266
49;499
49;2694
49;2722
49;5614
49;6489
49;6919
49;7381
49;8790
50;1846
50;2134
50;3418
50;5286
50;8600
50;9448
51;833
51;2478
51;2847
51;3464
51;3974
51;3995
51;4815
51;6310
51;7408
51;7798
51;8262
51;9646
52;1356
52;1852
52;3175
52;4152
52;4347
52;6848
52;7281
52;7833
52;8436
52;8646
52;8678
53;557
53;954
53;1162
53;2419
53;2797
53;3741
53;6011
53;6276
53;7948
53;9409
53;9649
54;1341
54;2385
54;3294
54;3367
54;4063
54;5528
54;5715
54;5803
54;5951
54;7048
54;7729
54;7960
54;9388
55;1146
55;2087
55;4268
55;4705
55;4744
55;5181
55;6272
55;6414
55;6917
55;8351
56;265
56;328
56;356
56;1182
56;4038
56;4096
56;4301
56;4736
56;5324
56;9525
57;1462
57;2364
57;5257
57;5516
57;7742
57;7876
57;7896
58;1570
58;1794
58;2364
58;3296
58;3349
58;3699
58;4465
58;5531
58;6047
58;6520
58;7281
58;8441
59;754
59;1027
59;1292
59;3671
59;4221
59;5046
59;5615
59;6119
59;7517
59;8270
59;9106
59;9218
59;9488
59;9709
60;1262
60;1693
60;2310
60;4482
60;5397
60;7560
60;7942
61;937
61;3281
61;6251
61;9813
62;1075
62;1882
62;3831
62;3952
62;4098
62;5245
62;5626
62;5898
62;6050
62;6536
62;6918
62;6944
62;7137
62;8796
62;9758
63;249
63;1089
63;1345
63;1516
63;1548
63;2345
63;2845
63;3399
63;4539
63;6266
63;8040
63;8596
63;9183
63;9915
64;2784
64;5005
64;5598
64;6704
64;8209
64;8663
64;9163
64;9252
64;9895
65;100
65;1275
65;2439
65;2461
65;2975
65;3228
65;4740
65;5740
65;6518
65;7340
65;7405
66;1834
66;2715
66;4447
66;4695
66;5735
66;7366
66;7574
66;7935
66;9267
66;9860
67;519
67;1744
67;3972
67;5415
67;5466
67;5771
67;6483
67;6674
67;8020
67;8989
68;2307
68;3609
68;3683
68;3988
68;4841
68;5553
68;6336
68;7633
68;7909
68;7916
68;9203
68;9667
69;3279
69;3721
69;5951
69;6261
69;7152
70;839
70;4844
70;6662
70;6883
70;7015
71;2283
71;2616
71;2725
71;2752
71;4184
71;5946
71;9767
71;9850
72;911
72;1309
72;1348
72;4942
72;7980
72;9306
72;9751
73;772
73;1995
73;2483
73;2722
73;3112
73;4222
73;6651
73;7777
73;9683
74;455
74;1815
74;2768
74;4225
74;4319
74;4661
74;6196
74;9795
75;423
75;819
75;1413
75;4985
75;5257
75;5640
75;6588
75;8435
75;8624
75;9410
75;9751
76;781
76;4863
76;7687
76;8026
76;8050
76;8170
77;621
77;1224
77;2355
77;3735
77;7270
77;7377
78;311
78;2437
78;3428
78;4649
78;6844
78;7450
78;8632
78;9067
78;9158
78;9954
79;881
79;1236
79;1282
79;2681
79;3346
79;3761
79;4282
79;6072
79;6670
79;7940
80;337
80;1038
80;2539
80;2665
80;5154
80;6184
80;7742
80;8001
80;8326
81;933
81;2498
81;3623
81;4021
81;5417
81;5818
81;6240
81;6308
81;6806
81;8165
81;8472
81;9027
81;9842
82;294
82;1385
82;4592
82;4858
82;4926
82;5419
82;5516
82;6576
82;6623
82;8192
82;8550
82;8615
83;1149
83;1333
83;1345
83;1680
83;2041
83;4416
83;5338
83;6615
83;7099
83;8398
83;8827
83;9165
83;9609
83;9983
84;1603
84;1733
84;1818
84;1968
84;2383
84;2690
84;3858
84;4312
84;5398
84;6226
84;7530
84;7956
84;8189
84;9043
84;9059
85;488
85;592
85;897
85;1911
85;4747
85;5819
85;7115
85;8356
85;9110
86;361
86;692
86;1285
86;1819
86;6612
86;6767
86;7652
86;8490
86;8671
86;8955
87;763
87;1443
87;2378
87;2473
87;2736
87;2888
87;4754
87;5667
87;6900
87;7413
87;7551
87;8392
87;9676
88;213
88;241
88;604
88;1584
88;4143
88;5719
88;7361
88;9958
89;1287
89;2565
89;3166
89;3692
89;4176
89;4222
89;4742
89;4789
89;5842
89;6277
89;6745
89;8610
89;9023
89;9171
90;1529
90;2042
90;2635
90;3094
90;6014
90;6805
90;7816
90;8694
90;9172
91;891
91;2058
91;5622
91;7658
91;7832
91;8712
91;8894
91;9205
91;9323
92;1830
92;2822
92;3394
92;4905
92;5827
92;6089
92;6247
92;7523
92;8105
92;8842
92;9133
93;218
93;1748
93;1882
93;2948
93;3604
93;4415
93;6677
93;7861
93;8220
93;8624
93;8813
93;9510
93;9906
94;1720
94;2580
94;2687
94;3865
94;4889
94;5281
94;5487
94;7823
94;7905
94;8068
94;9152
94;9667
94;9736
95;2150
95;3959
95;4841
95;6287
95;6805
95;7238
95;9076
96;494
96;2254
96;2643
96;2670
96;2856
96;5731
96;5846
96;6321
96;6554
96;7006
96;7052
96;8315
96;9844
97;211
97;2708
97;3969
97;7158
97;7289
97;7493
